Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Cost_Price
204,2022/11/08,8818,Karan Sharma,East,Guwahati,Clothing,Kurti,Kurti - Model 317,3,2292,5,COD,214,1292.23
205,2022/08/12,6484,Rohan Singh,West,Pune,Beauty,Fragrance,Fragrance - Model 237,5,1883,23,COD,109,1690.52
206,2023/09/30,1009,Vivaan Gupta,South,Chennai,Sports,Shoes,Shoes - Model 453,2,1877,14,UPI,298,1132.75
207,2022/11/22,5124,Ishita Verma,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 901,5,18917,14,Debit Card,98,14627.76
208,2022/07/29,1488,Priya Verma,North,Jaipur,Clothing,Jacket,Jacket - Model 191,4,4053,9,UPI,210,3095.05
209,2022/07/08,2967,Priya Gupta,West,Surat,Beauty,Makeup,Makeup - Model 381,4,3358,19,Debit Card,361,2868.53
210,2022/12/13,1110,Ishita Mehta,North,Chandigarh,Electronics,Mobile,Mobile - Model 223,2,66115,27,Credit Card,89,55133.68
211,2022/04/22,4852,Ananya Mehta,East,Guwahati,Clothing,Shirt,Shirt - Model 987,3,1602,0,COD,346,1148.34
212,2023/11/09,2657,Aarav Kapoor,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 271,1,10320,18,UPI,57,6697.17
213,2022/03/12,6551,Rohan Gupta,West,Jaipur,Home,Decor,Decor - Model 340,2,2851,7,Debit Card,299,2279.53
214,2022/12/11,6192,Rohan Nair,East,Kolkata,Home,Kitchenware,Kitchenware - Model 539,3,16641,16,UPI,52,10245.71
215,2022/06/10,1241,Ananya Patel,North,Amritsar,Beauty,Haircare,Haircare - Model 589,1,796,6,COD,114,662.33
216,2023/04/13,6815,Ishita Singh,North,Amritsar,Beauty,Haircare,Haircare - Model 418,5,3641,1,COD,219,1962.02
217,2023/01/17,7127,Ananya Singh,North,Delhi,Home,Decor,Decor - Model 460,5,14304,2,UPI,175,12297.08
218,2023/01/27,1323,Priya Sharma,North,Jaipur,Beauty,Fragrance,Fragrance - Model 816,2,4093,6,Debit Card,296,3370.49
219,2023/07/21,3383,Aditya Kapoor,East,Kolkata,Clothing,Kurti,Kurti - Model 150,2,4634,0,COD,416,3349.8
220,2023/12/20,7475,Neha Sharma,East,Bhubaneswar,Clothing,Jacket,Jacket - Model 725,2,4017,9,COD,430,3164.77
221,2023/12/16,5510,Vivaan Patel,West,Surat,Clothing,Jacket,Jacket - Model 142,5,614,12,UPI,229,453.43
222,2023/06/12,1761,Karan Gupta,North,Jaipur,Home,Decor,Decor - Model 159,5,6927,0,Credit Card,62,5489.07
223,2022/06/01,3353,Aditya Nair,West,Ahmedabad,Sports,Cycling,Cycling - Model 135,5,24939,23,COD,234,12761.64
224,2023/02/13,5066,Aditya Nair,North,Amritsar,Electronics,Smartwatch,Smartwatch - Model 663,1,73121,27,Debit Card,143,37792.38
225,2023/05/08,2508,Vivaan Kapoor,South,Chennai,Electronics,Smartwatch,Smartwatch - Model 263,4,28334,22,UPI,124,22210.89
226,2022/08/14,9076,Neha Mehta,East,Kolkata,Beauty,Skincare,Skincare - Model 109,3,1587,11,COD,471,1231.24
227,2023/05/11,1312,Sneha Gupta,West,Mumbai,Clothing,Kurti,Kurti - Model 704,1,1160,3,UPI,415,785.87
228,2022/12/11,5009,Priya Verma,West,Surat,Clothing,Kurti,Kurti - Model 563,3,1291,10,UPI,319,772
229,2023/08/29,7951,Aarav Mehta,North,Amritsar,Beauty,Fragrance,Fragrance - Model 795,5,3962,30,COD,476,2154.69
230,2022/10/11,2301,Ishita Gupta,West,Jaipur,Electronics,Mobile,Mobile - Model 980,3,13813,16,UPI,189,8481.06
231,2023/08/28,1301,Vivaan Mehta,North,Delhi,Home,Kitchenware,Kitchenware - Model 811,2,9586,23,Debit Card,363,7819.11
232,2023/07/14,2279,Priya Sharma,South,Coimbatore,Home,Decor,Decor - Model 206,5,12483,26,Credit Card,172,7869.78
233,2023/02/13,5042,Aditya Singh,West,Ahmedabad,Home,Decor,Decor - Model 414,4,16548,26,Credit Card,128,9878.3
234,2023/12/21,8005,Aarav Kapoor,West,Jaipur,Electronics,Mobile,Mobile - Model 245,4,25509,14,Credit Card,254,16398.29
235,2022/07/27,5315,Neha Verma,East,Bhubaneswar,Home,Furniture,Furniture - Model 751,4,17119,10,Credit Card,251,10506.38
236,2022/03/19,9674,Karan Patel,South,Chennai,Home,Decor,Decor - Model 702,1,8828,7,Debit Card,82,6329.09
237,2023/10/01,3882,Neha Sharma,North,Chandigarh,Electronics,Headphones,Headphones - Model 822,5,24016,1,Debit Card,187,20414.24
238,2023/02/03,3305,Ishita Nair,South,Bangalore,Clothing,Kurti,Kurti - Model 917,4,847,25,Debit Card,127,735.86
239,2022/03/20,1356,Vivaan Patel,West,Ahmedabad,Home,Decor,Decor - Model 569,4,5931,25,UPI,75,4277.58
240,2023/02/06,1612,Vivaan Verma,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch - Model 343,2,15216,9,Debit Card,382,7894.27
241,2022/09/06,3218,Rohan Gupta,East,Kolkata,Beauty,Skincare,Skincare - Model 410,2,1807,0,Debit Card,331,1503.56
242,2022/11/15,1102,Karan Singh,South,Chennai,Clothing,Jacket,Jacket - Model 288,1,1822,24,COD,117,927.69
243,2023/03/10,1329,Karan Sharma,North,Lucknow,Clothing,Shirt,Shirt - Model 424,5,4735,11,Debit Card,106,2433.68
244,2023/10/21,2033,Ishita Sharma,North,Lucknow,Beauty,Haircare,Haircare - Model 208,5,4201,10,COD,434,2178.02
245,2023/06/15,5764,Ananya Sharma,East,Kolkata,Electronics,Smartwatch,Smartwatch - Model 949,3,75397,20,COD,250,55203.11
246,2022/07/16,3842,Aditya Mehta,West,Ahmedabad,Home,Furniture,Furniture - Model 984,1,18679,15,UPI,188,16008.91
247,2022/02/14,7442,Rohan Iyer,West,Mumbai,Home,Furniture,Furniture - Model 343,4,13405,8,COD,132,8300.47
248,2022/01/29,1801,Rohan Sharma,North,Lucknow,Clothing,Kurti,Kurti - Model 998,2,4046,27,Debit Card,265,2647.37
249,2023/02/20,5069,Neha Patel,South,Bangalore,Beauty,Fragrance,Fragrance - Model 753,1,1707,1,Credit Card,356,1242.9
250,2023/12/14,9131,Aditya Patel,West,Pune,Beauty,Makeup,Makeup - Model 477,3,1200,13,UPI,242,725.71
251,2022/07/18,1784,Rohan Iyer,East,Patna,Electronics,Laptop,Laptop - Model 819,2,38927,10,Credit Card,96,27585.95
252,2022/08/13,1819,Neha Nair,East,Kolkata,Home,Kitchenware,Kitchenware - Model 946,1,16227,12,COD,454,13809.6
253,2023/05/18,7957,Rohan Singh,South,Bangalore,Sports,Cricket Gear,Cricket Gear - Model 876,1,14160,26,UPI,261,9764.1
254,2022/08/07,4818,Rohan Gupta,South,Bangalore,Sports,Shoes,Shoes - Model 460,4,5056,21,Credit Card,326,2570.6
255,2023/04/27,4283,Aarav Nair,South,Hyderabad,Sports,Fitness Equipment,Fitness Equipment - Model 842,1,11524,21,Credit Card,262,7842.1
256,2022/09/18,1009,Ishita Mehta,West,Mumbai,Clothing,Jacket,Jacket - Model 235,5,2343,18,Credit Card,281,1236.83
257,2022/08/14,3645,Vivaan Sharma,West,Ahmedabad,Beauty,Skincare,Skincare - Model 950,4,4867,30,Debit Card,153,2998.16
258,2023/10/13,7666,Aarav Patel,East,Patna,Sports,Cycling,Cycling - Model 476,3,19502,7,Credit Card,279,11621.37
259,2022/12/29,7389,Vivaan Gupta,West,Pune,Home,Decor,Decor - Model 391,2,1034,3,COD,220,675.18
260,2022/01/29,6494,Sneha Reddy,East,Kolkata,Sports,Cricket Gear,Cricket Gear - Model 405,1,23937,10,Debit Card,150,12727.77
261,2023/07/09,2483,Vivaan Patel,South,Coimbatore,Sports,Cycling,Cycling - Model 120,1,18917,6,UPI,381,15367.61
262,2023/04/25,6620,Karan Mehta,East,Guwahati,Beauty,Fragrance,Fragrance - Model 286,1,1869,5,Debit Card,316,1320.24
263,2022/01/01,9329,Karan Nair,South,Bangalore,Sports,Shoes,Shoes - Model 664,3,24731,25,COD,473,19266.01
264,2023/01/07,8060,Rohan Sharma,West,Ahmedabad,Home,Kitchenware,Kitchenware - Model 289,2,4787,3,COD,243,3575.62
265,2022/01/07,3966,Rohan Singh,North,Chandigarh,Sports,Fitness Equipment,Fitness Equipment - Model 294,2,15886,5,Credit Card,500,12313.4
266,2023/09/05,7403,Neha Kapoor,South,Kochi,Home,Bedding,Bedding - Model 400,1,14901,22,Credit Card,55,9979.23
267,2023/03/08,4828,Ishita Sharma,West,Pune,Clothing,Jeans,Jeans - Model 814,2,2045,17,UPI,235,1524.35
268,2022/04/21,8035,Aditya Patel,West,Mumbai,Beauty,Fragrance,Fragrance - Model 548,4,4473,9,UPI,426,2356.67
269,2022/02/12,4628,Rohan Patel,North,Lucknow,Clothing,Kurti,Kurti - Model 878,2,2505,1,Credit Card,338,2215
270,2022/05/29,9658,Ananya Mehta,West,Jaipur,Sports,Cricket Gear,Cricket Gear - Model 106,4,21470,25,UPI,494,18703.91
271,2023/09/28,8979,Ishita Sharma,East,Patna,Beauty,Haircare,Haircare - Model 158,1,4696,10,Debit Card,247,2575.97
272,2022/03/28,2018,Neha Iyer,North,Lucknow,Sports,Fitness Equipment,Fitness Equipment - Model 126,3,7231,15,Debit Card,231,4569.81
273,2023/07/05,4945,Karan Nair,East,Kolkata,Sports,Shoes,Shoes - Model 452,2,9992,12,UPI,230,7537.7
274,2022/12/08,1680,Priya Mehta,East,Ranchi,Electronics,Headphones,Headphones - Model 744,1,67593,13,COD,105,51901.24
275,2023/11/12,7893,Vivaan Kapoor,East,Guwahati,Clothing,Jeans,Jeans - Model 251,1,1986,29,COD,65,1609.49
276,2023/10/23,5026,Aditya Sharma,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 693,2,11133,20,COD,232,5669.12
277,2022/09/20,8229,Karan Verma,West,Ahmedabad,Beauty,Skincare,Skincare - Model 453,3,1534,30,UPI,338,871.3
278,2022/06/28,1164,Ishita Verma,South,Hyderabad,Beauty,Skincare,Skincare - Model 926,2,3243,21,Credit Card,123,2853.12
279,2022/09/04,5788,Sneha Verma,West,Mumbai,Home,Kitchenware,Kitchenware - Model 839,1,17793,18,COD,148,10317.93
280,2022/10/27,5524,Rohan Gupta,South,Coimbatore,Clothing,Shirt,Shirt - Model 130,3,3662,27,COD,324,2449.69
281,2023/10/03,5232,Aditya Gupta,South,Bangalore,Clothing,Jacket,Jacket - Model 765,1,882,24,Credit Card,67,673.83
282,2023/08/01,1819,Ananya Iyer,West,Pune,Beauty,Makeup,Makeup - Model 421,4,1065,30,Credit Card,495,704.26
283,2022/04/01,5601,Karan Patel,East,Kolkata,Sports,Cycling,Cycling - Model 701,2,8695,5,UPI,414,4533.37
284,2022/05/27,6921,Aditya Nair,North,Lucknow,Sports,Cycling,Cycling - Model 119,5,7769,3,Credit Card,253,5873.42
285,2023/06/24,4359,Aarav Singh,West,Surat,Sports,Cycling,Cycling - Model 798,4,17453,22,Credit Card,397,14414.45
286,2022/09/17,7129,Aarav Patel,East,Kolkata,Sports,Fitness Equipment,Fitness Equipment - Model 120,3,12012,29,Credit Card,313,6759.21
287,2022/02/12,6486,Neha Singh,West,Ahmedabad,Home,Decor,Decor - Model 212,4,11201,4,COD,463,9218.89
288,2023/03/05,6758,Neha Iyer,West,Mumbai,Home,Bedding,Bedding - Model 360,3,15868,29,Debit Card,85,9383.93
289,2022/04/30,4676,Priya Verma,West,Jaipur,Clothing,Jacket,Jacket - Model 887,4,4088,17,Debit Card,96,2645.43
290,2022/10/13,2702,Ananya Patel,West,Ahmedabad,Sports,Cycling,Cycling - Model 237,4,20596,24,UPI,422,17150.35
291,2022/03/16,6061,Neha Verma,North,Lucknow,Electronics,Smartwatch,Smartwatch - Model 120,5,19128,17,Debit Card,479,16551.31
292,2022/04/07,2341,Sneha Patel,West,Mumbai,Clothing,Jeans,Jeans - Model 754,3,3384,13,COD,121,2781.63
293,2022/09/26,3697,Vivaan Iyer,East,Patna,Sports,Cricket Gear,Cricket Gear - Model 122,1,5793,20,Debit Card,468,4954.26
294,2022/09/03,3125,Karan Iyer,North,Jaipur,Beauty,Skincare,Skincare - Model 280,3,1164,26,COD,143,586.55
295,2022/08/04,8747,Neha Gupta,West,Jaipur,Beauty,Haircare,Haircare - Model 938,2,1568,30,UPI,308,1114.54
296,2023/10/11,7709,Priya Mehta,South,Hyderabad,Electronics,Laptop,Laptop - Model 139,3,29785,5,COD,104,23713
297,2022/09/16,4842,Aditya Gupta,South,Kochi,Sports,Shoes,Shoes - Model 512,1,4257,0,COD,98,2251.37
298,2022/12/30,7597,Ishita Kapoor,North,Delhi,Home,Bedding,Bedding - Model 338,5,11592,0,Debit Card,375,7609.85
299,2023/02/13,2754,Vivaan Iyer,West,Mumbai,Clothing,Kurti,Kurti - Model 245,4,2101,27,Debit Card,83,1218.52
300,2022/11/25,6667,Sneha Kapoor,North,Jaipur,Electronics,Headphones,Headphones - Model 621,3,18476,23,COD,94,10675.69
301,2022/05/28,8788,Ananya Kapoor,West,Mumbai,Clothing,Jacket,Jacket - Model 894,4,1475,16,Debit Card,119,1167.53
302,2022/08/27,7579,Neha Verma,West,Jaipur,Beauty,Makeup,Makeup - Model 866,4,1846,26,UPI,386,1287.28
303,2023/05/03,6043,Rohan Nair,West,Ahmedabad,Beauty,Makeup,Makeup - Model 942,3,4065,19,Debit Card,197,3053.77
304,2022/03/09,4490,Ishita Gupta,West,Pune,Clothing,Jacket,Jacket - Model 255,2,3946,4,Debit Card,209,3334.78
305,2022/09/11,9200,Neha Gupta,North,Chandigarh,Home,Bedding,Bedding - Model 310,5,9523,25,COD,266,6087.54
306,2023/02/10,1077,Aarav Kapoor,South,Chennai,Beauty,Haircare,Haircare - Model 409,2,4598,14,Credit Card,461,3144.59
307,2023/04/27,7247,Aditya Iyer,South,Coimbatore,Sports,Shoes,Shoes - Model 504,2,11286,11,COD,219,6130.5
308,2023/08/17,8679,Neha Iyer,West,Ahmedabad,Electronics,Headphones,Headphones - Model 160,2,24937,15,UPI,121,13547.91
309,2022/08/06,3904,Aarav Kapoor,South,Bangalore,Sports,Cycling,Cycling - Model 962,4,23946,20,Debit Card,140,15010.97
310,2022/03/08,3549,Priya Iyer,North,Jaipur,Beauty,Haircare,Haircare - Model 492,1,563,24,COD,216,377.53
311,2022/06/10,8150,Ananya Iyer,West,Ahmedabad,Clothing,Shirt,Shirt - Model 558,4,4545,27,Debit Card,316,3248.72
312,2022/07/04,1500,Neha Iyer,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 595,2,16959,24,Credit Card,374,10932.22
313,2023/02/20,9848,Ishita Kapoor,North,Chandigarh,Sports,Shoes,Shoes - Model 902,3,11679,21,Debit Card,147,7213.98
314,2023/03/08,9741,Aarav Kapoor,East,Kolkata,Sports,Shoes,Shoes - Model 681,2,18277,22,UPI,249,12588.07
315,2023/05/05,1810,Priya Sharma,West,Jaipur,Clothing,Shirt,Shirt - Model 366,5,2134,28,Debit Card,56,1135.19
316,2022/07/08,1281,Vivaan Sharma,East,Guwahati,Clothing,Kurti,Kurti - Model 115,5,1428,7,Credit Card,81,1036.28
317,2023/09/15,6844,Priya Kapoor,South,Coimbatore,Beauty,Makeup,Makeup - Model 484,5,2931,27,Debit Card,217,2432.9
318,2022/07/14,9596,Karan Singh,North,Chandigarh,Clothing,Jeans,Jeans - Model 570,4,3842,19,Debit Card,310,2373.07
319,2023/06/22,3363,Aarav Mehta,East,Guwahati,Home,Furniture,Furniture - Model 797,3,6216,15,COD,444,4490.95
320,2023/06/29,3833,Ishita Reddy,South,Bangalore,Clothing,Shirt,Shirt - Model 662,1,1556,29,UPI,467,1268.25
321,2023/04/10,3536,Aarav Verma,North,Delhi,Sports,Fitness Equipment,Fitness Equipment - Model 592,3,1125,11,UPI,109,724.21
322,2023/12/04,6431,Karan Mehta,South,Coimbatore,Clothing,Jacket,Jacket - Model 221,4,2698,13,UPI,297,1682.21
323,2022/09/24,9230,Sneha Iyer,East,Patna,Sports,Cycling,Cycling - Model 232,1,18663,18,UPI,240,14636.97
324,2023/06/24,7965,Rohan Kapoor,North,Amritsar,Beauty,Skincare,Skincare - Model 911,5,482,10,COD,331,289.62
325,2022/12/14,1403,Neha Patel,North,Amritsar,Electronics,Mobile,Mobile - Model 110,2,49406,3,Credit Card,268,32223.98
326,2022/10/28,5490,Vivaan Kapoor,South,Coimbatore,Electronics,Laptop,Laptop - Model 743,5,38257,23,Credit Card,65,29306.98
327,2023/09/29,2547,Neha Patel,North,Chandigarh,Clothing,Shirt,Shirt - Model 374,3,4585,2,UPI,330,3734.97
328,2022/04/20,1175,Priya Mehta,East,Guwahati,Clothing,Jeans,Jeans - Model 190,3,4736,11,UPI,112,2719.84
329,2023/02/14,9872,Priya Kapoor,East,Bhubaneswar,Beauty,Haircare,Haircare - Model 914,1,3981,30,Credit Card,199,2668.51
330,2023/07/19,7406,Ishita Verma,South,Coimbatore,Home,Kitchenware,Kitchenware - Model 214,3,10694,11,UPI,77,5979.71
331,2023/09/02,5090,Aarav Gupta,East,Guwahati,Beauty,Fragrance,Fragrance - Model 131,3,3803,20,UPI,83,2762.76
332,2022/11/20,9151,Aditya Verma,West,Ahmedabad,Clothing,Kurti,Kurti - Model 723,3,653,25,Debit Card,313,549.68
333,2022/04/04,3562,Priya Iyer,North,Amritsar,Electronics,Headphones,Headphones - Model 628,3,55386,25,Debit Card,116,37982.63
334,2022/01/06,4586,Karan Patel,South,Kochi,Home,Kitchenware,Kitchenware - Model 992,2,5042,27,COD,54,4113.58
335,2023/01/27,3391,Vivaan Patel,South,Bangalore,Electronics,Headphones,Headphones - Model 763,4,16305,1,Debit Card,238,12723.62
336,2023/06/28,5505,Aditya Patel,North,Jaipur,Home,Kitchenware,Kitchenware - Model 618,3,1237,1,Credit Card,488,1037.68
337,2022/09/17,3298,Ishita Iyer,North,Amritsar,Home,Decor,Decor - Model 128,2,1250,10,Credit Card,466,873.71
338,2023/10/29,9894,Aarav Sharma,West,Mumbai,Home,Bedding,Bedding - Model 578,1,3842,5,UPI,324,2348.93
339,2023/12/04,3267,Ishita Iyer,South,Coimbatore,Beauty,Makeup,Makeup - Model 350,1,3348,1,COD,113,2764.89
340,2023/12/23,1466,Neha Nair,East,Kolkata,Clothing,Jeans,Jeans - Model 344,4,965,26,UPI,280,658.3
341,2022/01/15,5087,Priya Patel,South,Hyderabad,Sports,Cycling,Cycling - Model 537,3,6830,14,Debit Card,405,4277.18
342,2023/04/07,7298,Ananya Patel,East,Bhubaneswar,Sports,Fitness Equipment,Fitness Equipment - Model 323,1,20037,27,COD,322,16817.7
343,2023/03/20,2047,Vivaan Reddy,South,Kochi,Electronics,Smartwatch,Smartwatch - Model 123,2,64666,30,Debit Card,217,36225.48
344,2023/11/08,2415,Rohan Reddy,East,Guwahati,Clothing,Shirt,Shirt - Model 181,5,2808,1,Debit Card,231,2396.94
345,2022/12/17,7407,Priya Sharma,West,Surat,Home,Kitchenware,Kitchenware - Model 651,5,18247,18,Credit Card,349,12880.59
346,2022/07/18,1397,Vivaan Kapoor,South,Hyderabad,Electronics,Headphones,Headphones - Model 333,2,13882,24,UPI,168,12398.02
347,2023/02/09,4368,Rohan Iyer,West,Ahmedabad,Electronics,Mobile,Mobile - Model 871,3,72086,14,Debit Card,398,61645.73
348,2023/05/10,1350,Neha Singh,South,Chennai,Clothing,Kurti,Kurti - Model 351,2,2500,26,Debit Card,74,1773.45
349,2022/06/12,7253,Aditya Nair,South,Coimbatore,Beauty,Skincare,Skincare - Model 305,3,2150,9,COD,114,1413.95
350,2023/09/08,9843,Priya Verma,South,Coimbatore,Electronics,Laptop,Laptop - Model 430,2,27448,9,Debit Card,432,17375.29
351,2022/08/08,8428,Priya Reddy,North,Delhi,Beauty,Skincare,Skincare - Model 123,4,5000,16,Debit Card,477,3686.81
352,2022/12/09,2765,Neha Nair,South,Coimbatore,Clothing,Jeans,Jeans - Model 925,2,3583,23,UPI,447,2087.17
353,2022/02/23,2161,Vivaan Verma,East,Patna,Electronics,Mobile,Mobile - Model 216,2,51310,11,UPI,407,34862.18
354,2022/07/04,6726,Aarav Sharma,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 943,4,22990,9,Debit Card,478,17198.88
355,2023/05/24,8034,Vivaan Nair,South,Bangalore,Home,Kitchenware,Kitchenware - Model 466,5,17982,13,UPI,380,15483.87
356,2023/06/17,9411,Rohan Gupta,South,Hyderabad,Electronics,Laptop,Laptop - Model 127,3,39523,30,COD,343,33273.79
357,2022/05/18,8887,Rohan Patel,West,Pune,Sports,Fitness Equipment,Fitness Equipment - Model 853,2,1499,13,Credit Card,73,780.31
358,2023/07/22,3854,Ishita Sharma,East,Kolkata,Clothing,Jacket,Jacket - Model 342,4,4989,18,UPI,472,3175.58
359,2023/06/12,8136,Rohan Iyer,South,Hyderabad,Sports,Cycling,Cycling - Model 586,3,10837,0,UPI,313,8344.58
360,2022/06/29,2404,Priya Patel,East,Ranchi,Beauty,Haircare,Haircare - Model 428,1,1769,1,Debit Card,360,1589.63
361,2023/02/24,4986,Aarav Nair,East,Guwahati,Electronics,Laptop,Laptop - Model 716,1,75269,12,Credit Card,441,64697.19
362,2022/10/29,5120,Ishita Gupta,South,Hyderabad,Electronics,Mobile,Mobile - Model 561,4,75895,4,Credit Card,495,67122.86
363,2023/02/25,2411,Rohan Verma,South,Chennai,Home,Decor,Decor - Model 933,3,5757,0,UPI,73,3091.44
364,2022/02/08,1215,Sneha Verma,South,Coimbatore,Home,Furniture,Furniture - Model 122,1,19792,18,COD,354,14181.93
365,2022/11/16,5573,Neha Singh,South,Coimbatore,Home,Bedding,Bedding - Model 297,5,8871,1,COD,454,7792.93
366,2023/05/25,6826,Aarav Nair,South,Chennai,Electronics,Smartwatch,Smartwatch - Model 271,1,35269,5,UPI,61,31439.49
367,2022/06/29,8135,Priya Iyer,West,Jaipur,Electronics,Mobile,Mobile - Model 113,4,60636,6,COD,75,33568.65
368,2022/02/17,7992,Ananya Reddy,West,Surat,Electronics,Headphones,Headphones - Model 359,1,61876,3,Credit Card,220,33231.58
369,2023/07/15,7705,Priya Gupta,East,Ranchi,Home,Furniture,Furniture - Model 403,5,10341,26,COD,242,5298.05
370,2023/06/14,9998,Ishita Mehta,East,Bhubaneswar,Sports,Cycling,Cycling - Model 390,5,5361,8,Debit Card,200,2889.52
371,2023/05/30,4202,Aarav Sharma,South,Bangalore,Electronics,Headphones,Headphones - Model 800,4,57069,6,Credit Card,151,47288.83
372,2022/07/22,2166,Vivaan Iyer,West,Pune,Home,Furniture,Furniture - Model 621,2,1639,18,Credit Card,223,1249.79
373,2022/01/21,1173,Ishita Mehta,North,Lucknow,Home,Bedding,Bedding - Model 547,2,14393,2,Credit Card,256,11230.95
374,2023/10/22,6482,Karan Verma,West,Surat,Beauty,Fragrance,Fragrance - Model 527,5,1522,13,UPI,122,1249.15
375,2023/05/02,7826,Aditya Sharma,West,Pune,Beauty,Makeup,Makeup - Model 744,3,2378,12,UPI,234,1803.42
376,2022/09/26,4191,Aarav Gupta,East,Guwahati,Electronics,Headphones,Headphones - Model 886,4,60980,12,Credit Card,271,47232.13
377,2022/11/03,1425,Sneha Patel,North,Delhi,Electronics,Laptop,Laptop - Model 232,2,5634,0,Debit Card,187,4498.82
378,2022/10/17,5564,Ananya Mehta,West,Ahmedabad,Beauty,Makeup,Makeup - Model 495,1,1079,28,Credit Card,153,730.56
379,2023/03/29,1125,Aditya Reddy,West,Jaipur,Home,Kitchenware,Kitchenware - Model 685,1,12896,28,COD,114,11352.37
380,2022/10/23,9214,Rohan Verma,East,Guwahati,Clothing,Kurti,Kurti - Model 807,3,1462,5,UPI,476,735.47
381,2023/02/05,9592,Ananya Patel,West,Surat,Beauty,Makeup,Makeup - Model 978,5,1764,8,Debit Card,169,1085.71
382,2023/09/10,6107,Vivaan Verma,East,Ranchi,Clothing,Kurti,Kurti - Model 257,3,3780,22,Credit Card,233,2432.64
383,2023/02/13,5491,Rohan Patel,East,Ranchi,Electronics,Laptop,Laptop - Model 421,4,54778,23,Debit Card,155,45587.24
384,2023/11/01,8071,Ishita Gupta,East,Ranchi,Beauty,Skincare,Skincare - Model 262,1,2943,15,UPI,311,2364.9
385,2023/10/05,6936,Ishita Sharma,East,Kolkata,Home,Decor,Decor - Model 652,5,1998,20,Credit Card,474,1629.34
386,2022/03/22,6085,Aarav Verma,East,Guwahati,Home,Decor,Decor - Model 606,1,1756,26,Debit Card,378,1439.83
387,2023/08/21,9051,Ishita Iyer,East,Patna,Clothing,Shirt,Shirt - Model 306,2,2467,24,UPI,229,1895.39
388,2022/08/07,3160,Neha Verma,North,Amritsar,Beauty,Makeup,Makeup - Model 741,5,831,0,Credit Card,228,630.97
389,2023/12/06,4788,Priya Gupta,East,Kolkata,Home,Bedding,Bedding - Model 658,5,2972,16,Credit Card,75,2294.27
390,2023/07/03,2749,Priya Sharma,North,Jaipur,Beauty,Makeup,Makeup - Model 309,4,1849,16,Debit Card,229,1287.18
391,2023/12/22,8333,Sneha Sharma,East,Bhubaneswar,Clothing,Jeans,Jeans - Model 996,3,3707,20,Credit Card,114,2700.44
392,2022/04/12,4239,Rohan Mehta,North,Amritsar,Electronics,Laptop,Laptop - Model 776,5,63256,13,COD,102,45190.74
393,2022/07/24,5093,Rohan Kapoor,West,Surat,Home,Furniture,Furniture - Model 927,4,18158,4,Debit Card,282,16039.7
394,2022/08/30,1956,Priya Kapoor,East,Patna,Electronics,Laptop,Laptop - Model 226,5,68493,12,Debit Card,110,56066.49
395,2023/03/26,2117,Vivaan Reddy,West,Surat,Electronics,Smartwatch,Smartwatch - Model 294,2,73836,29,Debit Card,162,54102.94
396,2022/07/25,9770,Karan Reddy,North,Lucknow,Sports,Shoes,Shoes - Model 214,5,2902,6,Credit Card,292,1974.05
397,2022/02/12,4907,Rohan Mehta,South,Hyderabad,Clothing,Jacket,Jacket - Model 779,4,4675,7,UPI,296,3364.2
398,2022/08/13,8192,Ananya Reddy,East,Patna,Home,Decor,Decor - Model 914,1,14042,24,Credit Card,448,10118.47
399,2023/07/27,1717,Priya Kapoor,East,Ranchi,Home,Furniture,Furniture - Model 708,3,17593,30,Credit Card,497,13782.28
400,2023/03/02,2166,Ishita Patel,West,Pune,Electronics,Headphones,Headphones - Model 287,3,68095,14,UPI,203,47129.06
401,2022/10/17,6577,Neha Nair,East,Kolkata,Clothing,Kurti,Kurti - Model 483,5,4241,3,UPI,242,2361.69
402,2023/08/24,5490,Aarav Nair,North,Chandigarh,Beauty,Fragrance,Fragrance - Model 201,1,571,3,COD,176,290.4
403,2023/09/21,9894,Vivaan Kapoor,West,Ahmedabad,Home,Bedding,Bedding - Model 392,1,7631,13,UPI,308,5853.92
404,2023/08/30,7442,Aditya Reddy,North,Amritsar,Beauty,Haircare,Haircare - Model 423,1,4562,19,Credit Card,494,2898.28
405,2023/09/02,9291,Ananya Patel,East,Bhubaneswar,Sports,Cycling,Cycling - Model 126,4,16324,11,UPI,233,9909.26
406,2022/06/19,6056,Aarav Patel,West,Surat,Sports,Cricket Gear,Cricket Gear - Model 783,4,3111,11,UPI,441,2459.76
407,2023/04/08,4595,Neha Kapoor,South,Chennai,Clothing,Jacket,Jacket - Model 150,2,1507,4,UPI,249,1152.9
408,2023/09/29,7494,Karan Gupta,South,Coimbatore,Electronics,Mobile,Mobile - Model 210,1,54133,0,COD,58,37866.46
409,2022/09/25,6551,Vivaan Nair,North,Jaipur,Clothing,Shirt,Shirt - Model 324,2,3694,12,Credit Card,375,2070.1
