Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Cost_Price,Revenue,Profit
170,2022/02/07,9706,Ananya Nair,South,Bangalore,Electronics,Mobile,Mobile - Model 880,3,14147,18,Credit Card,233,11542.77,34801.62,-59.68999999999505
171,2023/09/03,6955,Sneha Iyer,West,Ahmedabad,Sports,Shoes,Shoes - Model 528,2,23300,9,COD,59,20074.99,42406.0,2197.019999999997
172,2022/05/08,6347,Priya Kapoor,North,Amritsar,Home,Decor,Decor - Model 985,1,5704,7,Debit Card,256,4741.22,5304.719999999999,307.4999999999991
173,2023/09/27,2366,Sneha Singh,South,Hyderabad,Sports,Cricket Gear,Cricket Gear - Model 900,2,6708,9,UPI,315,3408.18,12208.560000000001,5077.200000000002
174,2022/08/17,4416,Rohan Patel,North,Amritsar,Clothing,Kurti,Kurti - Model 281,3,4092,15,UPI,109,2081.47,10434.6,4081.1900000000005
175,2022/07/27,1384,Rohan Gupta,North,Chandigarh,Electronics,Mobile,Mobile - Model 413,1,22798,3,Debit Card,160,11729.99,22114.059999999998,10224.069999999998
176,2022/02/26,3669,Neha Patel,South,Hyderabad,Home,Furniture,Furniture - Model 354,4,11319,7,Debit Card,435,7950.68,42106.68,9868.96
177,2023/01/13,8820,Priya Iyer,North,Lucknow,Beauty,Haircare,Haircare - Model 585,3,2408,26,COD,213,1633.53,5345.76,232.17000000000007
178,2023/07/24,9797,Aarav Verma,South,Coimbatore,Home,Bedding,Bedding - Model 932,3,14954,20,Debit Card,58,10974.56,35889.6,2907.9199999999983
179,2023/05/21,2477,Priya Kapoor,North,Amritsar,Sports,Cricket Gear,Cricket Gear - Model 668,1,8916,19,Credit Card,437,6570.0,7221.96,214.96000000000004
180,2022/05/20,2153,Priya Kapoor,East,Patna,Electronics,Headphones,Headphones - Model 170,2,22481,7,Credit Card,144,16838.29,41814.659999999996,7994.0799999999945
181,2023/07/24,1109,Aarav Reddy,North,Lucknow,Electronics,Mobile,Mobile - Model 873,2,7939,11,UPI,373,6473.87,14131.42,810.6800000000003
182,2023/12/18,3424,Ishita Sharma,South,Bangalore,Sports,Shoes,Shoes - Model 141,2,24869,10,UPI,450,21831.47,44764.200000000004,651.260000000002
183,2022/02/24,3854,Aditya Reddy,North,Delhi,Home,Decor,Decor - Model 641,4,9932,21,UPI,446,8350.01,31385.120000000003,-2460.9199999999983
184,2023/07/24,6775,Vivaan Kapoor,North,Chandigarh,Clothing,Jacket,Jacket - Model 198,4,3321,8,COD,423,1943.99,12221.28,4022.3200000000006
185,2022/09/30,1586,Neha Singh,North,Jaipur,Sports,Fitness Equipment,Fitness Equipment - Model 846,4,15655,1,COD,187,8338.4,61993.8,28453.200000000004
186,2023/03/02,6368,Neha Iyer,South,Kochi,Clothing,Shirt,Shirt - Model 688,2,3920,28,UPI,466,2112.38,5644.8,954.04
187,2022/10/14,9756,Neha Nair,West,Ahmedabad,Beauty,Makeup,Makeup - Model 484,2,4041,16,UPI,319,2969.93,6788.88,530.0200000000004
188,2023/09/04,8554,Neha Reddy,West,Surat,Electronics,Laptop,Laptop - Model 299,2,21208,8,COD,429,12034.44,39022.72,14524.84
189,2022/03/06,4399,Neha Mehta,South,Kochi,Sports,Fitness Equipment,Fitness Equipment - Model 514,4,4795,16,UPI,169,3181.58,16111.199999999999,3215.879999999999
190,2023/10/13,1738,Sneha Mehta,South,Coimbatore,Home,Bedding,Bedding - Model 471,3,11725,14,Debit Card,187,8923.23,30250.5,3293.8100000000013
191,2023/01/30,4240,Karan Reddy,North,Amritsar,Electronics,Laptop,Laptop - Model 177,1,56554,4,UPI,108,33516.11,54291.84,20667.729999999996
192,2023/06/13,2341,Vivaan Gupta,North,Amritsar,Beauty,Skincare,Skincare - Model 145,1,3798,3,COD,299,2851.15,3684.06,533.9099999999999
193,2023/06/25,6710,Aditya Nair,North,Lucknow,Beauty,Fragrance,Fragrance - Model 437,2,4372,24,Credit Card,427,2301.77,6645.4400000000005,1614.9000000000005
194,2022/09/23,8116,Ananya Reddy,East,Patna,Beauty,Makeup,Makeup - Model 410,3,1051,26,Credit Card,196,899.04,2333.22,-559.9000000000001
195,2022/08/20,3828,Rohan Gupta,West,Surat,Beauty,Fragrance,Fragrance - Model 294,4,2354,7,UPI,402,1275.54,8756.88,3252.7199999999993
196,2023/10/17,5733,Rohan Gupta,North,Lucknow,Beauty,Fragrance,Fragrance - Model 324,3,4675,23,UPI,349,3190.07,10799.25,880.039999999999
197,2023/08/08,5519,Ishita Mehta,East,Guwahati,Clothing,Jacket,Jacket - Model 882,4,1779,0,UPI,210,1035.5,7116.0,2764.0
198,2023/01/23,7891,Priya Nair,North,Amritsar,Electronics,Smartwatch,Smartwatch - Model 241,1,7801,18,COD,455,5865.91,6396.820000000001,75.91000000000076
199,2022/11/11,6394,Ishita Gupta,West,Mumbai,Sports,Fitness Equipment,Fitness Equipment - Model 261,2,24850,0,Debit Card,387,17065.07,49700.0,15182.86
200,2023/02/13,8698,Vivaan Mehta,South,Coimbatore,Home,Decor,Decor - Model 861,3,7577,11,Credit Card,396,5379.91,20230.59,3694.8600000000006
201,2022/11/14,4010,Priya Mehta,South,Kochi,Beauty,Skincare,Skincare - Model 392,1,3713,25,COD,409,2117.58,2784.75,258.1700000000001
202,2023/06/19,6299,Ananya Singh,North,Lucknow,Clothing,Jeans,Jeans - Model 699,3,4050,8,UPI,290,3598.45,11178.0,92.65000000000146
203,2022/10/04,7323,Aditya Kapoor,North,Amritsar,Beauty,Skincare,Skincare - Model 854,4,1537,22,UPI,264,795.28,4795.4400000000005,1350.3200000000006
204,2022/11/08,8818,Karan Sharma,East,Guwahati,Clothing,Kurti,Kurti - Model 317,3,2292,5,COD,214,1292.23,6532.2,2441.5099999999998
205,2022/08/12,6484,Rohan Singh,West,Pune,Beauty,Fragrance,Fragrance - Model 237,5,1883,23,COD,109,1690.52,7249.55,-1312.0500000000002
206,2023/09/30,1009,Vivaan Gupta,South,Chennai,Sports,Shoes,Shoes - Model 453,2,1877,14,UPI,298,1132.75,3228.44,664.94
207,2022/11/22,5124,Ishita Verma,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 901,5,18917,14,Debit Card,98,14627.76,81343.1,8106.300000000003
208,2022/07/29,1488,Priya Verma,North,Jaipur,Clothing,Jacket,Jacket - Model 191,4,4053,9,UPI,210,3095.05,14752.92,2162.7199999999993
209,2022/07/08,2967,Priya Gupta,West,Surat,Beauty,Makeup,Makeup - Model 381,4,3358,19,Debit Card,361,2868.53,10879.92,-955.2000000000007
210,2022/12/13,1110,Ishita Mehta,North,Chandigarh,Electronics,Mobile,Mobile - Model 223,2,66115,27,Credit Card,89,55133.68,96527.9,-13828.460000000006
211,2022/04/22,4852,Ananya Mehta,East,Guwahati,Clothing,Shirt,Shirt - Model 987,3,1602,0,COD,346,1148.34,4806.0,1014.9800000000005
212,2023/11/09,2657,Aarav Kapoor,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 271,1,10320,18,UPI,57,6697.17,8462.400000000001,1708.2300000000014
213,2022/03/12,6551,Rohan Gupta,West,Jaipur,Home,Decor,Decor - Model 340,2,2851,7,Debit Card,299,2279.53,5302.86,444.7999999999993
214,2022/12/11,6192,Rohan Nair,East,Kolkata,Home,Kitchenware,Kitchenware - Model 539,3,16641,16,UPI,52,10245.71,41935.32,11146.190000000002
215,2022/06/10,1241,Ananya Patel,North,Amritsar,Beauty,Haircare,Haircare - Model 589,1,796,6,COD,114,662.33,748.24,-28.090000000000032
216,2023/04/13,6815,Ishita Singh,North,Amritsar,Beauty,Haircare,Haircare - Model 418,5,3641,1,COD,219,1962.02,18022.95,7993.85
217,2023/01/17,7127,Ananya Singh,North,Delhi,Home,Decor,Decor - Model 460,5,14304,2,UPI,175,12297.08,70089.6,8429.200000000004
218,2023/01/27,1323,Priya Sharma,North,Jaipur,Beauty,Fragrance,Fragrance - Model 816,2,4093,6,Debit Card,296,3370.49,7694.839999999999,657.8599999999997
219,2023/07/21,3383,Aditya Kapoor,East,Kolkata,Clothing,Kurti,Kurti - Model 150,2,4634,0,COD,416,3349.8,9268.0,2152.3999999999996
220,2023/12/20,7475,Neha Sharma,East,Bhubaneswar,Clothing,Jacket,Jacket - Model 725,2,4017,9,COD,430,3164.77,7310.9400000000005,551.4000000000005
221,2023/12/16,5510,Vivaan Patel,West,Surat,Clothing,Jacket,Jacket - Model 142,5,614,12,UPI,229,453.43,2701.6,205.44999999999982
222,2023/06/12,1761,Karan Gupta,North,Jaipur,Home,Decor,Decor - Model 159,5,6927,0,Credit Card,62,5489.07,34635.0,7127.6500000000015
223,2022/06/01,3353,Aditya Nair,West,Ahmedabad,Sports,Cycling,Cycling - Model 135,5,24939,23,COD,234,12761.64,96015.15000000001,31972.95000000001
224,2023/02/13,5066,Aditya Nair,North,Amritsar,Electronics,Smartwatch,Smartwatch - Model 663,1,73121,27,Debit Card,143,37792.38,53378.33,15442.950000000004
225,2023/05/08,2508,Vivaan Kapoor,South,Chennai,Electronics,Smartwatch,Smartwatch - Model 263,4,28334,22,UPI,124,22210.89,88402.08,-565.4799999999959
226,2022/08/14,9076,Neha Mehta,East,Kolkata,Beauty,Skincare,Skincare - Model 109,3,1587,11,COD,471,1231.24,4237.29,72.56999999999971
227,2023/05/11,1312,Sneha Gupta,West,Mumbai,Clothing,Kurti,Kurti - Model 704,1,1160,3,UPI,415,785.87,1125.2,-75.66999999999996
228,2022/12/11,5009,Priya Verma,West,Surat,Clothing,Kurti,Kurti - Model 563,3,1291,10,UPI,319,772.0,3485.7000000000003,850.7000000000003
229,2023/08/29,7951,Aarav Mehta,North,Amritsar,Beauty,Fragrance,Fragrance - Model 795,5,3962,30,COD,476,2154.69,13867.0,2617.5499999999993
230,2022/10/11,2301,Ishita Gupta,West,Jaipur,Electronics,Mobile,Mobile - Model 980,3,13813,16,UPI,189,8481.06,34808.76,9176.580000000002
231,2023/08/28,1301,Vivaan Mehta,North,Delhi,Home,Kitchenware,Kitchenware - Model 811,2,9586,23,Debit Card,363,7819.11,14762.44,-1238.7799999999988
232,2023/07/14,2279,Priya Sharma,South,Coimbatore,Home,Decor,Decor - Model 206,5,12483,26,Credit Card,172,7869.78,46187.1,6666.199999999997
233,2023/02/13,5042,Aditya Singh,West,Ahmedabad,Home,Decor,Decor - Model 414,4,16548,26,Credit Card,128,9878.3,48982.08,9340.880000000005
234,2023/12/21,8005,Aarav Kapoor,West,Jaipur,Electronics,Mobile,Mobile - Model 245,4,25509,14,Credit Card,254,16398.29,87750.95999999999,21903.79999999999
235,2022/07/27,5315,Neha Verma,East,Bhubaneswar,Home,Furniture,Furniture - Model 751,4,17119,10,Credit Card,251,10506.38,61628.4,19351.880000000005
236,2022/03/19,9674,Karan Patel,South,Chennai,Home,Decor,Decor - Model 702,1,8828,7,Debit Card,82,6329.09,8210.039999999999,1798.949999999999
237,2023/10/01,3882,Neha Sharma,North,Chandigarh,Electronics,Headphones,Headphones - Model 822,5,24016,1,Debit Card,187,20414.24,118879.2,16620.999999999985
238,2023/02/03,3305,Ishita Nair,South,Bangalore,Clothing,Kurti,Kurti - Model 917,4,847,25,Debit Card,127,735.86,2541.0,-529.44
239,2022/03/20,1356,Vivaan Patel,West,Ahmedabad,Home,Decor,Decor - Model 569,4,5931,25,UPI,75,4277.58,17793.0,607.6800000000003
240,2023/02/06,1612,Vivaan Verma,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch - Model 343,2,15216,9,Debit Card,382,7894.27,27693.120000000003,11522.580000000002
241,2022/09/06,3218,Rohan Gupta,East,Kolkata,Beauty,Skincare,Skincare - Model 410,2,1807,0,Debit Card,331,1503.56,3614.0,275.8800000000001
242,2022/11/15,1102,Karan Singh,South,Chennai,Clothing,Jacket,Jacket - Model 288,1,1822,24,COD,117,927.69,1384.72,340.03
243,2023/03/10,1329,Karan Sharma,North,Lucknow,Clothing,Shirt,Shirt - Model 424,5,4735,11,Debit Card,106,2433.68,21070.75,8796.35
244,2023/10/21,2033,Ishita Sharma,North,Lucknow,Beauty,Haircare,Haircare - Model 208,5,4201,10,COD,434,2178.02,18904.5,7580.4
245,2023/06/15,5764,Ananya Sharma,East,Kolkata,Electronics,Smartwatch,Smartwatch - Model 949,3,75397,20,COD,250,55203.11,180952.80000000002,15093.470000000001
246,2022/07/16,3842,Aditya Mehta,West,Ahmedabad,Home,Furniture,Furniture - Model 984,1,18679,15,UPI,188,16008.91,15877.15,-319.7600000000002
247,2022/02/14,7442,Rohan Iyer,West,Mumbai,Home,Furniture,Furniture - Model 343,4,13405,8,COD,132,8300.47,49330.4,15996.520000000004
248,2022/01/29,1801,Rohan Sharma,North,Lucknow,Clothing,Kurti,Kurti - Model 998,2,4046,27,Debit Card,265,2647.37,5907.16,347.4200000000001
249,2023/02/20,5069,Neha Patel,South,Bangalore,Beauty,Fragrance,Fragrance - Model 753,1,1707,1,Credit Card,356,1242.9,1689.93,91.02999999999997
250,2023/12/14,9131,Aditya Patel,West,Pune,Beauty,Makeup,Makeup - Model 477,3,1200,13,UPI,242,725.71,3132.0,712.8699999999999
251,2022/07/18,1784,Rohan Iyer,East,Patna,Electronics,Laptop,Laptop - Model 819,2,38927,10,Credit Card,96,27585.95,70068.6,14800.700000000004
252,2022/08/13,1819,Neha Nair,East,Kolkata,Home,Kitchenware,Kitchenware - Model 946,1,16227,12,COD,454,13809.6,14279.76,16.159999999999854
253,2023/05/18,7957,Rohan Singh,South,Bangalore,Sports,Cricket Gear,Cricket Gear - Model 876,1,14160,26,UPI,261,9764.1,10478.4,453.2999999999993
254,2022/08/07,4818,Rohan Gupta,South,Bangalore,Sports,Shoes,Shoes - Model 460,4,5056,21,Credit Card,326,2570.6,15976.960000000001,5368.560000000001
255,2023/04/27,4283,Aarav Nair,South,Hyderabad,Sports,Fitness Equipment,Fitness Equipment - Model 842,1,11524,21,Credit Card,262,7842.1,9103.960000000001,999.8600000000006
256,2022/09/18,1009,Ishita Mehta,West,Mumbai,Clothing,Jacket,Jacket - Model 235,5,2343,18,Credit Card,281,1236.83,9606.300000000001,3141.1500000000015
257,2022/08/14,3645,Vivaan Sharma,West,Ahmedabad,Beauty,Skincare,Skincare - Model 950,4,4867,30,Debit Card,153,2998.16,13627.599999999999,1481.9599999999991
258,2023/10/13,7666,Aarav Patel,East,Patna,Sports,Cycling,Cycling - Model 476,3,19502,7,Credit Card,279,11621.37,54410.579999999994,19267.469999999994
259,2022/12/29,7389,Vivaan Gupta,West,Pune,Home,Decor,Decor - Model 391,2,1034,3,COD,220,675.18,2005.96,435.60000000000014
260,2022/01/29,6494,Sneha Reddy,East,Kolkata,Sports,Cricket Gear,Cricket Gear - Model 405,1,23937,10,Debit Card,150,12727.77,21543.3,8665.529999999999
261,2023/07/09,2483,Vivaan Patel,South,Coimbatore,Sports,Cycling,Cycling - Model 120,1,18917,6,UPI,381,15367.61,17781.98,2033.369999999999
262,2023/04/25,6620,Karan Mehta,East,Guwahati,Beauty,Fragrance,Fragrance - Model 286,1,1869,5,Debit Card,316,1320.24,1775.55,139.30999999999995
263,2022/01/01,9329,Karan Nair,South,Bangalore,Sports,Shoes,Shoes - Model 664,3,24731,25,COD,473,19266.01,55644.75,-2626.279999999999
264,2023/01/07,8060,Rohan Sharma,West,Ahmedabad,Home,Kitchenware,Kitchenware - Model 289,2,4787,3,COD,243,3575.62,9286.779999999999,1892.539999999999
265,2022/01/07,3966,Rohan Singh,North,Chandigarh,Sports,Fitness Equipment,Fitness Equipment - Model 294,2,15886,5,Credit Card,500,12313.4,30183.399999999998,5056.5999999999985
266,2023/09/05,7403,Neha Kapoor,South,Kochi,Home,Bedding,Bedding - Model 400,1,14901,22,Credit Card,55,9979.23,11622.78,1588.550000000001
267,2023/03/08,4828,Ishita Sharma,West,Pune,Clothing,Jeans,Jeans - Model 814,2,2045,17,UPI,235,1524.35,3394.7,111.0
268,2022/04/21,8035,Aditya Patel,West,Mumbai,Beauty,Fragrance,Fragrance - Model 548,4,4473,9,UPI,426,2356.67,16281.720000000001,6429.040000000001
269,2022/02/12,4628,Rohan Patel,North,Lucknow,Clothing,Kurti,Kurti - Model 878,2,2505,1,Credit Card,338,2215.0,4959.9,191.89999999999964
270,2022/05/29,9658,Ananya Mehta,West,Jaipur,Sports,Cricket Gear,Cricket Gear - Model 106,4,21470,25,UPI,494,18703.91,64410.0,-10899.64
271,2023/09/28,8979,Ishita Sharma,East,Patna,Beauty,Haircare,Haircare - Model 158,1,4696,10,Debit Card,247,2575.97,4226.400000000001,1403.4300000000007
272,2022/03/28,2018,Neha Iyer,North,Lucknow,Sports,Fitness Equipment,Fitness Equipment - Model 126,3,7231,15,Debit Card,231,4569.81,18439.05,4498.619999999999
273,2023/07/05,4945,Karan Nair,East,Kolkata,Sports,Shoes,Shoes - Model 452,2,9992,12,UPI,230,7537.7,17585.920000000002,2280.5200000000023
274,2022/12/08,1680,Priya Mehta,East,Ranchi,Electronics,Headphones,Headphones - Model 744,1,67593,13,COD,105,51901.24,58805.909999999996,6799.669999999998
275,2023/11/12,7893,Vivaan Kapoor,East,Guwahati,Clothing,Jeans,Jeans - Model 251,1,1986,29,COD,65,1609.49,1410.06,-264.43000000000006
276,2023/10/23,5026,Aditya Sharma,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 693,2,11133,20,COD,232,5669.12,17812.8,6242.5599999999995
277,2022/09/20,8229,Karan Verma,West,Ahmedabad,Beauty,Skincare,Skincare - Model 453,3,1534,30,UPI,338,871.3,3221.3999999999996,269.5
278,2022/06/28,1164,Ishita Verma,South,Hyderabad,Beauty,Skincare,Skincare - Model 926,2,3243,21,Credit Card,123,2853.12,5123.9400000000005,-705.2999999999993
279,2022/09/04,5788,Sneha Verma,West,Mumbai,Home,Kitchenware,Kitchenware - Model 839,1,17793,18,COD,148,10317.93,14590.26,4124.33
280,2022/10/27,5524,Rohan Gupta,South,Coimbatore,Clothing,Shirt,Shirt - Model 130,3,3662,27,COD,324,2449.69,8019.78,346.71000000000004
281,2023/10/03,5232,Aditya Gupta,South,Bangalore,Clothing,Jacket,Jacket - Model 765,1,882,24,Credit Card,67,673.83,670.32,-70.50999999999999
282,2023/08/01,1819,Ananya Iyer,West,Pune,Beauty,Makeup,Makeup - Model 421,4,1065,30,Credit Card,495,704.26,2982.0,-330.03999999999996
283,2022/04/01,5601,Karan Patel,East,Kolkata,Sports,Cycling,Cycling - Model 701,2,8695,5,UPI,414,4533.37,16520.5,7039.76
284,2022/05/27,6921,Aditya Nair,North,Lucknow,Sports,Cycling,Cycling - Model 119,5,7769,3,Credit Card,253,5873.42,37679.65,8059.550000000003
285,2023/06/24,4359,Aarav Singh,West,Surat,Sports,Cycling,Cycling - Model 798,4,17453,22,Credit Card,397,14414.45,54453.36,-3601.4400000000023
286,2022/09/17,7129,Aarav Patel,East,Kolkata,Sports,Fitness Equipment,Fitness Equipment - Model 120,3,12012,29,Credit Card,313,6759.21,25585.559999999998,4994.929999999997
287,2022/02/12,6486,Neha Singh,West,Ahmedabad,Home,Decor,Decor - Model 212,4,11201,4,COD,463,9218.89,43011.84,5673.279999999999
288,2023/03/05,6758,Neha Iyer,West,Mumbai,Home,Bedding,Bedding - Model 360,3,15868,29,Debit Card,85,9383.93,33798.84,5562.049999999996
289,2022/04/30,4676,Priya Verma,West,Jaipur,Clothing,Jacket,Jacket - Model 887,4,4088,17,Debit Card,96,2645.43,13572.16,2894.4400000000005
290,2022/10/13,2702,Ananya Patel,West,Ahmedabad,Sports,Cycling,Cycling - Model 237,4,20596,24,UPI,422,17150.35,62611.840000000004,-6411.55999999999
291,2022/03/16,6061,Neha Verma,North,Lucknow,Electronics,Smartwatch,Smartwatch - Model 120,5,19128,17,Debit Card,479,16551.31,79381.2,-3854.350000000006
292,2022/04/07,2341,Sneha Patel,West,Mumbai,Clothing,Jeans,Jeans - Model 754,3,3384,13,COD,121,2781.63,8832.24,366.35000000000036
293,2022/09/26,3697,Vivaan Iyer,East,Patna,Sports,Cricket Gear,Cricket Gear - Model 122,1,5793,20,Debit Card,468,4954.26,4634.400000000001,-787.8599999999997
294,2022/09/03,3125,Karan Iyer,North,Jaipur,Beauty,Skincare,Skincare - Model 280,3,1164,26,COD,143,586.55,2584.08,681.4300000000001
295,2022/08/04,8747,Neha Gupta,West,Jaipur,Beauty,Haircare,Haircare - Model 938,2,1568,30,UPI,308,1114.54,2195.2,-341.8800000000001
296,2023/10/11,7709,Priya Mehta,South,Hyderabad,Electronics,Laptop,Laptop - Model 139,3,29785,5,COD,104,23713.0,84887.25,13644.25
297,2022/09/16,4842,Aditya Gupta,South,Kochi,Sports,Shoes,Shoes - Model 512,1,4257,0,COD,98,2251.37,4257.0,1907.63
298,2022/12/30,7597,Ishita Kapoor,North,Delhi,Home,Bedding,Bedding - Model 338,5,11592,0,Debit Card,375,7609.85,57960.0,19535.75
299,2023/02/13,2754,Vivaan Iyer,West,Mumbai,Clothing,Kurti,Kurti - Model 245,4,2101,27,Debit Card,83,1218.52,6134.92,1177.8400000000001
300,2022/11/25,6667,Sneha Kapoor,North,Jaipur,Electronics,Headphones,Headphones - Model 621,3,18476,23,COD,94,10675.69,42679.56,10558.489999999998
301,2022/05/28,8788,Ananya Kapoor,West,Mumbai,Clothing,Jacket,Jacket - Model 894,4,1475,16,Debit Card,119,1167.53,4956.0,166.8800000000001
302,2022/08/27,7579,Neha Verma,West,Jaipur,Beauty,Makeup,Makeup - Model 866,4,1846,26,UPI,386,1287.28,5464.16,-70.96000000000004
303,2023/05/03,6043,Rohan Nair,West,Ahmedabad,Beauty,Makeup,Makeup - Model 942,3,4065,19,Debit Card,197,3053.77,9877.95,519.6400000000012
304,2022/03/09,4490,Ishita Gupta,West,Pune,Clothing,Jacket,Jacket - Model 255,2,3946,4,Debit Card,209,3334.78,7576.32,697.7599999999993
305,2022/09/11,9200,Neha Gupta,North,Chandigarh,Home,Bedding,Bedding - Model 310,5,9523,25,COD,266,6087.54,35711.25,5007.549999999999
306,2023/02/10,1077,Aarav Kapoor,South,Chennai,Beauty,Haircare,Haircare - Model 409,2,4598,14,Credit Card,461,3144.59,7908.5599999999995,1158.3799999999992
307,2023/04/27,7247,Aditya Iyer,South,Coimbatore,Sports,Shoes,Shoes - Model 504,2,11286,11,COD,219,6130.5,20089.08,7609.080000000002
308,2023/08/17,8679,Neha Iyer,West,Ahmedabad,Electronics,Headphones,Headphones - Model 160,2,24937,15,UPI,121,13547.91,42392.9,15176.080000000002
309,2022/08/06,3904,Aarav Kapoor,South,Bangalore,Sports,Cycling,Cycling - Model 962,4,23946,20,Debit Card,140,15010.97,76627.2,16443.32
310,2022/03/08,3549,Priya Iyer,North,Jaipur,Beauty,Haircare,Haircare - Model 492,1,563,24,COD,216,377.53,427.88,-165.64999999999998
311,2022/06/10,8150,Ananya Iyer,West,Ahmedabad,Clothing,Shirt,Shirt - Model 558,4,4545,27,Debit Card,316,3248.72,13271.4,-39.47999999999956
312,2022/07/04,1500,Neha Iyer,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 595,2,16959,24,Credit Card,374,10932.22,25777.68,3539.2400000000016
313,2023/02/20,9848,Ishita Kapoor,North,Chandigarh,Sports,Shoes,Shoes - Model 902,3,11679,21,Debit Card,147,7213.98,27679.23,5890.290000000001
314,2023/03/08,9741,Aarav Kapoor,East,Kolkata,Sports,Shoes,Shoes - Model 681,2,18277,22,UPI,249,12588.07,28512.120000000003,3086.980000000003
315,2023/05/05,1810,Priya Sharma,West,Jaipur,Clothing,Shirt,Shirt - Model 366,5,2134,28,Debit Card,56,1135.19,7682.4,1950.449999999999
316,2022/07/08,1281,Vivaan Sharma,East,Guwahati,Clothing,Kurti,Kurti - Model 115,5,1428,7,Credit Card,81,1036.28,6640.2,1377.8000000000002
317,2023/09/15,6844,Priya Kapoor,South,Coimbatore,Beauty,Makeup,Makeup - Model 484,5,2931,27,Debit Card,217,2432.9,10698.15,-1683.3500000000004
318,2022/07/14,9596,Karan Singh,North,Chandigarh,Clothing,Jeans,Jeans - Model 570,4,3842,19,Debit Card,310,2373.07,12448.08,2645.7999999999993
319,2023/06/22,3363,Aarav Mehta,East,Guwahati,Home,Furniture,Furniture - Model 797,3,6216,15,COD,444,4490.95,15850.8,1933.9500000000007
320,2023/06/29,3833,Ishita Reddy,South,Bangalore,Clothing,Shirt,Shirt - Model 662,1,1556,29,UPI,467,1268.25,1104.76,-630.49
321,2023/04/10,3536,Aarav Verma,North,Delhi,Sports,Fitness Equipment,Fitness Equipment - Model 592,3,1125,11,UPI,109,724.21,3003.75,722.1199999999999
322,2023/12/04,6431,Karan Mehta,South,Coimbatore,Clothing,Jacket,Jacket - Model 221,4,2698,13,UPI,297,1682.21,9389.039999999999,2363.199999999999
323,2022/09/24,9230,Sneha Iyer,East,Patna,Sports,Cycling,Cycling - Model 232,1,18663,18,UPI,240,14636.97,15303.660000000002,426.6900000000023
324,2023/06/24,7965,Rohan Kapoor,North,Amritsar,Beauty,Skincare,Skincare - Model 911,5,482,10,COD,331,289.62,2169.0,389.9000000000001
325,2022/12/14,1403,Neha Patel,North,Amritsar,Electronics,Mobile,Mobile - Model 110,2,49406,3,Credit Card,268,32223.98,95847.64,31131.68
326,2022/10/28,5490,Vivaan Kapoor,South,Coimbatore,Electronics,Laptop,Laptop - Model 743,5,38257,23,Credit Card,65,29306.98,147289.45,689.5500000000175
327,2023/09/29,2547,Neha Patel,North,Chandigarh,Clothing,Shirt,Shirt - Model 374,3,4585,2,UPI,330,3734.97,13479.9,1944.9899999999998
328,2022/04/20,1175,Priya Mehta,East,Guwahati,Clothing,Jeans,Jeans - Model 190,3,4736,11,UPI,112,2719.84,12645.12,4373.6
329,2023/02/14,9872,Priya Kapoor,East,Bhubaneswar,Beauty,Haircare,Haircare - Model 914,1,3981,30,Credit Card,199,2668.51,2786.7,-80.8100000000004
330,2023/07/19,7406,Ishita Verma,South,Coimbatore,Home,Kitchenware,Kitchenware - Model 214,3,10694,11,UPI,77,5979.71,28552.98,10536.849999999999
331,2023/09/02,5090,Aarav Gupta,East,Guwahati,Beauty,Fragrance,Fragrance - Model 131,3,3803,20,UPI,83,2762.76,9127.2,755.9200000000001
332,2022/11/20,9151,Aditya Verma,West,Ahmedabad,Clothing,Kurti,Kurti - Model 723,3,653,25,Debit Card,313,549.68,1469.25,-492.78999999999996
333,2022/04/04,3562,Priya Iyer,North,Amritsar,Electronics,Headphones,Headphones - Model 628,3,55386,25,Debit Card,116,37982.63,124618.5,10554.610000000015
334,2022/01/06,4586,Karan Patel,South,Kochi,Home,Kitchenware,Kitchenware - Model 992,2,5042,27,COD,54,4113.58,7361.32,-919.8400000000001
335,2023/01/27,3391,Vivaan Patel,South,Bangalore,Electronics,Headphones,Headphones - Model 763,4,16305,1,Debit Card,238,12723.62,64567.8,13435.32
336,2023/06/28,5505,Aditya Patel,North,Jaipur,Home,Kitchenware,Kitchenware - Model 618,3,1237,1,Credit Card,488,1037.68,3673.89,72.84999999999991
337,2022/09/17,3298,Ishita Iyer,North,Amritsar,Home,Decor,Decor - Model 128,2,1250,10,Credit Card,466,873.71,2250.0,36.57999999999993
338,2023/10/29,9894,Aarav Sharma,West,Mumbai,Home,Bedding,Bedding - Model 578,1,3842,5,UPI,324,2348.93,3649.8999999999996,976.9699999999998
339,2023/12/04,3267,Ishita Iyer,South,Coimbatore,Beauty,Makeup,Makeup - Model 350,1,3348,1,COD,113,2764.89,3314.52,436.6300000000001
340,2023/12/23,1466,Neha Nair,East,Kolkata,Clothing,Jeans,Jeans - Model 344,4,965,26,UPI,280,658.3,2856.4,-56.79999999999973
